Section Name,Short Title,Min Cred,Max Cred,BLDG,ROOM,DAYS,Start Time,End Time,Faculty Name,Avail Status,Prerequisites,Coreq,Notes,Location,Seats Available,Seat Capatcity
ENV-242FE-01,SP TOP:FILM & THE ENVIRONMENT,3.0,0.0,DELA,123,M,6:00 PM,9:00 PM,"Vogel, Kevin",Open,,,,MC,16,16
ENV-320-01,ENVIRONMENTAL LAW & POLICY,3.0,0.0,DELA,212,TT,5:30 PM,6:45 PM,"Abraham, Gary",Open,,,,MC,16,16
ENV-401A-01,SENIOR CAPSTONE PROJECT,1.0,0.0,DELA,316,W,4:00 PM,5:00 PM,"Altman, Karie",Open,,,,MC,8,8
